date,facility_id,operation,shift,hour_of_day,day_of_week,is_weekend,is_holiday,is_peak_period,inbound_volume,outbound_volume,inventory_volume,processed_volume,backlog_volume,available_workers,scheduled_workers,actual_workers,worker_capacity_per_hour,shift_hours,avg_cycle_time_minutes,equipment_availability,downtime_minutes,overtime_hours,absenteeism_rate,operational_cost,weather_impact,special_event,throughput_packages_per_hour,error_misroute_packages,traffic_hour_factor,weekly_pattern_factor,seasonal_pattern_factor
2026-09-01,CHI-HUB,Inbound,Evening,15,Tuesday,0,0,0,1385,1222,364,1100,248,25,25,24,49,8,30.3,0.935,6,1.2,0.04,545.24,Clear,0,1100,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,16,Tuesday,0,0,0,1339,1181,437,1083,215,25,24,23,49,8,28.9,0.962,7,0.9,0.038,519.73,Clear,0,1083,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,17,Tuesday,0,0,1,1811,1598,368,1427,349,31,31,30,48,8,26.9,0.991,5,1.1,0.021,663.77,Clear,0,1427,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,18,Tuesday,0,0,1,1821,1607,401,1322,467,33,32,31,44,8,40.3,0.97,1,1.5,0.025,688.28,Storm,0,1322,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,19,Tuesday,0,0,1,1619,1429,539,1222,385,29,28,27,46,8,36.3,0.985,1,0.9,0.04,583.48,Clear,0,1222,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,20,Tuesday,0,0,0,1393,1229,467,1094,274,26,25,24,47,8,31.9,0.97,9,1.3,0.033,557.79,Clear,0,1094,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,21,Tuesday,0,0,0,1250,1103,426,1128,111,24,23,23,50,8,24.3,0.982,1,0.5,0.021,487.77,Clear,0,1128,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Night,22,Tuesday,0,0,0,1255,1107,313,866,362,20,19,19,49,8,43.5,0.931,10,2.1,0.014,483.46,Clear,0,866,3,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Night,23,Tuesday,0,0,0,1044,921,264,859,167,20,19,19,46,8,28.5,0.983,8,0.7,0.019,434.13,Clear,0,859,1,0.82,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,6,Tuesday,0,0,0,1247,1145,391,903,382,27,25,24,39,8,41.9,0.966,1,1.3,0.04,530.51,Clear,0,903,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,7,Tuesday,0,0,0,1648,1513,419,1518,167,35,34,33,46,8,24.7,1.0,8,0.7,0.029,718.98,Clear,0,1518,3,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,8,Tuesday,0,0,1,1849,1698,418,1521,374,40,39,37,42,8,29.3,0.979,8,1.0,0.039,809.07,Clear,0,1521,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,9,Tuesday,0,0,1,1686,1548,595,1491,239,36,36,35,44,8,27.9,0.968,10,0.8,0.032,767.88,Clear,0,1491,3,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,10,Tuesday,0,0,0,1452,1333,426,1199,282,31,30,29,42,8,32.4,0.985,10,1.5,0.041,666.18,Clear,0,1199,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,11,Tuesday,0,0,0,1375,1263,321,1048,358,30,28,27,40,8,37.0,0.971,0,1.9,0.029,604.97,Clear,0,1048,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,12,Tuesday,0,0,0,1284,1179,266,1053,256,27,27,26,41,8,31.3,0.988,8,1.4,0.033,595.4,Clear,0,1053,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,13,Tuesday,0,0,0,1262,1159,291,927,394,27,25,24,40,8,40.3,0.966,0,1.6,0.032,535.98,Clear,0,927,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,14,Tuesday,0,0,0,1283,1179,453,1090,219,29,26,26,44,8,29.1,0.953,4,1.4,0.018,582.58,Clear,0,1090,4,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,15,Tuesday,0,0,0,1533,1408,412,1354,202,34,34,33,44,8,24.8,0.933,3,1.1,0.042,712.07,Clear,0,1354,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,16,Tuesday,0,0,0,1417,1301,268,1179,262,30,30,29,42,8,31.0,0.969,8,0.8,0.036,639.53,Clear,0,1179,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,17,Tuesday,0,0,1,1760,1616,477,1353,441,40,40,39,37,8,38.4,0.938,6,1.3,0.034,848.43,Clear,0,1353,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,18,Tuesday,0,0,1,1787,1641,451,1574,261,42,40,40,41,8,28.0,0.96,5,1.1,0.01,859.63,Clear,0,1574,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,19,Tuesday,0,0,1,1881,1728,585,1609,291,42,40,39,43,8,25.4,0.96,10,0.8,0.028,849.46,Clear,0,1609,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,20,Tuesday,0,0,0,1358,1247,444,1013,366,28,28,26,41,8,34.4,0.951,10,1.2,0.064,597.55,Clear,0,1013,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,21,Tuesday,0,0,0,1223,1123,261,956,303,27,26,25,39,8,35.4,0.981,7,1.3,0.039,568.76,Clear,0,956,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Night,22,Tuesday,0,0,0,1266,1162,325,1188,128,30,28,27,44,8,21.7,1.0,7,0.3,0.047,580.56,Clear,0,1188,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Night,23,Tuesday,0,0,0,1115,1024,224,846,299,23,23,22,41,8,39.0,0.938,5,1.3,0.027,501.88,Clear,0,846,0,0.82,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,6,Tuesday,0,0,0,1048,1027,365,863,216,18,17,17,53,8,33.2,0.959,3,1.2,0.01,393.96,Clear,0,863,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,7,Tuesday,0,0,0,1462,1432,488,1175,314,29,27,26,47,8,32.7,0.962,9,1.4,0.028,605.08,Heavy Rain,0,1175,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,8,Tuesday,0,0,1,1501,1470,420,1329,206,30,29,28,50,8,23.7,0.95,8,0.4,0.029,610.38,Clear,0,1329,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,9,Tuesday,0,0,1,1533,1502,440,1323,254,29,29,28,48,8,27.8,0.985,10,0.7,0.035,625.77,Clear,0,1323,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,10,Tuesday,0,0,0,1318,1291,355,1133,211,25,25,24,50,8,31.2,0.944,10,1.1,0.052,555.01,Clear,0,1133,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,11,Tuesday,0,0,0,1331,1304,442,1127,238,24,24,23,49,8,28.8,1.0,9,1.4,0.038,540.96,Clear,0,1127,2,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,12,Tuesday,0,0,0,1062,1040,216,712,374,18,18,17,43,8,42.4,0.975,5,1.4,0.036,406.21,Clear,0,712,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,13,Tuesday,0,0,0,1184,1160,344,1031,168,21,21,20,54,8,29.1,0.955,10,0.6,0.04,460.56,Clear,0,1031,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,14,Tuesday,0,0,0,1148,1125,384,958,208,21,21,20,49,8,31.5,0.979,5,1.6,0.039,474.43,Heavy Rain,0,958,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,15,Tuesday,0,0,0,1261,1235,436,941,354,21,22,21,48,8,37.4,0.934,7,1.4,0.04,498.9,Storm,0,941,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,16,Tuesday,0,0,0,1185,1161,256,974,238,22,22,21,49,8,30.8,0.947,9,0.5,0.058,474.08,Clear,0,974,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,17,Tuesday,0,0,1,1620,1587,450,1294,369,30,28,27,52,8,30.8,0.922,1,1.1,0.051,590.27,Clear,0,1294,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,18,Tuesday,0,0,1,1614,1581,557,1358,294,31,31,29,49,8,32.2,0.956,3,1.0,0.05,632.75,Clear,0,1358,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,19,Tuesday,0,0,1,1717,1682,334,1526,237,30,30,29,54,8,24.0,0.975,4,0.7,0.041,629.45,Clear,0,1526,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,20,Tuesday,0,0,0,1235,1210,320,1048,240,24,23,22,49,8,27.8,0.973,5,0.7,0.038,487.3,Clear,0,1048,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,21,Tuesday,0,0,0,1194,1170,413,995,219,21,21,20,50,8,31.6,0.995,2,1.4,0.032,457.54,Clear,0,995,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Night,22,Tuesday,0,0,0,1076,1054,316,883,207,20,19,19,49,8,32.9,0.949,3,0.6,0.015,416.66,Clear,0,883,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Night,23,Tuesday,0,0,0,983,963,240,822,185,20,19,18,48,8,29.7,0.952,8,1.6,0.053,439.47,Clear,0,822,1,0.82,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,6,Tuesday,0,0,0,1062,937,222,916,118,20,20,19,49,8,22.6,0.985,4,0.2,0.026,407.66,Clear,0,916,0,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,7,Tuesday,0,0,0,1302,1149,394,978,300,21,21,20,53,8,37.9,0.924,5,1.3,0.033,465.39,Clear,0,978,0,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,8,Tuesday,0,0,1,1522,1343,458,1203,294,28,27,26,48,8,30.3,0.964,2,0.8,0.046,562.67,Clear,0,1203,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,9,Tuesday,0,0,1,1516,1338,336,1234,255,26,26,25,51,8,30.3,0.968,3,1.0,0.028,551.87,Clear,0,1234,0,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,10,Tuesday,0,0,0,1177,1038,210,871,301,22,22,21,43,8,36.4,0.965,0,1.7,0.046,482.03,Storm,0,871,5,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,11,Tuesday,0,0,0,1035,913,287,837,173,19,19,18,50,8,30.7,0.931,10,0.9,0.042,426.47,Clear,0,837,4,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,12,Tuesday,0,0,0,1029,908,211,751,255,18,17,17,48,8,35.6,0.921,1,1.1,0.025,383.66,Clear,0,751,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,13,Tuesday,0,0,0,1089,961,238,754,312,19,19,18,45,8,38.7,0.931,4,1.8,0.03,433.42,Clear,0,754,0,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,14,Tuesday,0,0,0,1030,909,320,760,265,20,19,18,44,8,33.2,0.961,2,1.8,0.035,425.98,Clear,0,760,0,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,15,Tuesday,0,0,0,1128,995,245,935,162,21,20,20,50,8,25.0,0.935,6,0.8,0.016,451.51,Clear,0,935,3,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,16,Tuesday,0,0,0,1104,974,219,796,305,20,20,19,44,8,40.0,0.952,4,1.4,0.049,441.99,Clear,0,796,3,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,17,Tuesday,0,0,1,1405,1240,446,1084,299,27,26,24,48,8,34.5,0.941,0,1.1,0.07,523.6,Clear,0,1084,0,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,18,Tuesday,0,0,1,1588,1401,477,1214,347,29,29,28,45,8,34.2,0.964,1,1.2,0.048,610.83,Clear,0,1214,2,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,19,Tuesday,0,0,1,1500,1323,395,1056,418,24,24,23,48,8,38.5,0.957,5,1.8,0.043,541.38,Clear,0,1056,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,20,Tuesday,0,0,0,1072,945,239,960,84,22,20,20,48,8,22.6,1.0,6,0.7,0.014,447.72,Clear,0,960,2,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,21,Tuesday,0,0,0,1002,884,271,841,156,20,18,18,49,8,28.9,0.954,2,0.3,0.016,383.49,Clear,0,841,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Night,22,Tuesday,0,0,0,1112,981,360,826,278,20,19,18,48,8,35.5,0.956,3,0.9,0.043,405.44,Clear,0,826,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Night,23,Tuesday,0,0,0,829,731,174,622,191,16,15,15,43,8,35.1,0.965,3,1.2,0.029,350.33,Clear,0,622,2,0.82,1.0,1.065
2026-09-01,DAL-HUB,Sortation,Morning,6,Tuesday,0,0,0,1072,984,213,863,237,24,22,22,42,8,32.1,0.935,10,1.2,0.01,514.29,Clear,0,863,0,0.96,1.0,1.065
2026-09-01,DAL-HUB,Sortation,Morning,7,Tuesday,0,0,0,1248,1146,304,966,313,25,25,24,43,8,35.9,0.936,8,0.8,0.058,538.93,Clear,0,966,2,1.2,1.0,1.065
