date,facility_id,operation,shift,hour_of_day,day_of_week,is_weekend,is_holiday,is_peak_period,inbound_volume,outbound_volume,inventory_volume,processed_volume,backlog_volume,available_workers,scheduled_workers,actual_workers,worker_capacity_per_hour,shift_hours,avg_cycle_time_minutes,equipment_availability,downtime_minutes,overtime_hours,absenteeism_rate,operational_cost,weather_impact,special_event,throughput_packages_per_hour,error_misroute_packages,traffic_hour_factor,weekly_pattern_factor,seasonal_pattern_factor
2026-09-01,ATL-HUB,Inbound,Evening,20,Tuesday,0,0,0,1739,1534,338,857,865,22,22,20,46,8,75.4,0.932,11,3.3,0.071,548.29,Clear,0,857,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Inbound,Evening,21,Tuesday,0,0,0,1551,1368,512,808,735,19,19,18,47,8,65.7,0.955,9,3.5,0.06,505.18,Clear,0,808,4,0.96,1.0,1.065
2026-09-01,ATL-HUB,Inbound,Night,22,Tuesday,0,0,0,1569,1385,532,739,809,19,19,17,46,8,78.0,0.945,14,4.3,0.084,524.4,Clear,0,739,0,0.96,1.0,1.065
2026-09-01,ATL-HUB,Inbound,Night,23,Tuesday,0,0,0,1395,1231,353,684,711,16,17,16,45,8,76.1,0.951,6,4.0,0.073,467.82,Clear,0,684,0,0.82,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,6,Tuesday,0,0,0,1755,1611,421,1028,784,24,24,23,47,8,61.9,0.951,11,2.7,0.055,591.54,Clear,0,1028,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,7,Tuesday,0,0,0,1923,1766,634,1039,917,29,27,26,41,8,65.2,0.975,3,3.8,0.03,658.33,Clear,0,1039,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,8,Tuesday,0,0,1,2247,2063,694,891,1411,29,29,27,47,8,109.8,0.78,17,3.4,0.076,717.37,Clear,0,891,1,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,9,Tuesday,0,0,1,2369,2176,830,872,1560,33,32,30,40,8,120.9,0.808,26,4.3,0.059,832.12,Clear,0,872,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,10,Tuesday,0,0,0,1950,1791,392,991,1006,25,26,24,42,8,73.5,0.983,1,4.4,0.075,630.22,Clear,0,991,0,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,11,Tuesday,0,0,0,1747,1604,460,937,855,23,23,22,43,8,67.1,0.991,14,3.6,0.06,606.69,Clear,0,937,2,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,12,Tuesday,0,0,0,1732,1591,604,833,949,22,22,21,41,8,79.8,0.968,12,4.0,0.06,591.72,Clear,0,833,0,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,13,Tuesday,0,0,0,1613,1481,497,870,776,21,22,20,44,8,66.1,0.989,2,3.9,0.081,535.23,Clear,0,870,0,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,14,Tuesday,0,0,0,1487,1366,347,723,814,18,18,17,46,8,80.8,0.925,15,4.2,0.059,524.42,Clear,0,723,3,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,15,Tuesday,0,0,0,1763,1619,337,945,882,25,25,23,43,8,69.7,0.956,9,3.8,0.061,616.08,Clear,0,945,0,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,16,Tuesday,0,0,0,1902,1746,408,833,1134,26,25,24,37,8,92.4,0.939,14,5.2,0.054,693.34,Clear,0,833,0,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,17,Tuesday,0,0,1,2408,2212,733,698,1783,30,30,28,37,8,163.0,0.75,25,6.0,0.078,838.24,Clear,0,698,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,18,Tuesday,0,0,1,2176,1998,498,845,1380,27,29,26,45,8,113.7,0.803,16,3.5,0.092,696.18,Clear,0,845,2,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,19,Tuesday,0,0,1,2168,1991,749,1010,1232,29,30,28,44,8,89.7,0.911,19,3.5,0.061,744.63,Clear,0,1010,2,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,20,Tuesday,0,0,0,1716,1576,378,847,905,22,23,21,41,8,77.7,0.984,1,5.1,0.065,587.04,Clear,0,847,0,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,21,Tuesday,0,0,0,1432,1315,316,763,703,20,19,18,44,8,68.3,0.965,15,3.1,0.078,512.12,Clear,0,763,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Night,22,Tuesday,0,0,0,1639,1505,380,757,933,22,22,20,41,8,85.9,0.924,9,4.4,0.071,572.11,Clear,0,757,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Night,23,Tuesday,0,0,0,1281,1177,344,578,742,18,17,16,37,8,93.2,0.978,9,5.2,0.069,509.94,Clear,0,578,1,0.82,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,6,Tuesday,0,0,0,1374,1346,269,648,759,15,15,14,50,8,79.3,0.926,11,4.3,0.079,453.85,Clear,0,648,0,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,7,Tuesday,0,0,0,1785,1749,539,859,994,20,19,18,50,8,79.5,0.956,7,4.7,0.066,537.8,Clear,0,859,1,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,8,Tuesday,0,0,1,2017,1976,487,943,1139,22,22,20,48,8,84.2,0.983,11,4.5,0.072,588.26,Clear,0,943,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,9,Tuesday,0,0,1,2225,2180,465,1105,1184,25,26,24,49,8,74.7,0.94,4,4.0,0.07,633.68,Clear,0,1105,3,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,10,Tuesday,0,0,0,1714,1679,400,1001,763,20,21,19,56,8,61.4,0.941,8,2.2,0.087,489.18,Clear,0,1001,0,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,11,Tuesday,0,0,0,1555,1523,368,876,722,18,18,17,52,8,61.1,0.992,5,3.6,0.074,476.87,Clear,0,876,3,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,12,Tuesday,0,0,0,1617,1584,566,768,899,17,18,17,46,8,81.3,0.982,8,5.2,0.07,532.4,Clear,0,768,2,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,13,Tuesday,0,0,0,1643,1609,463,817,870,19,20,18,47,8,78.3,0.966,10,4.2,0.079,530.79,Clear,0,817,2,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,14,Tuesday,0,0,0,1316,1289,384,610,756,13,14,13,48,8,83.9,0.978,15,4.9,0.059,462.87,Clear,0,610,3,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,15,Tuesday,0,0,0,1671,1637,584,925,792,20,21,20,47,8,64.3,0.985,4,3.2,0.064,523.11,Clear,0,925,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,16,Tuesday,0,0,0,1567,1535,406,799,821,19,18,17,47,8,76.3,1.0,3,4.0,0.077,481.88,Clear,0,799,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,17,Tuesday,0,0,1,2043,2001,622,1106,1001,24,24,22,52,8,65.9,0.967,0,3.7,0.08,570.13,Clear,0,1106,5,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,18,Tuesday,0,0,1,2087,2044,466,940,1214,25,24,23,44,8,88.6,0.929,12,4.3,0.047,645.64,Clear,0,940,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,19,Tuesday,0,0,1,1907,1868,627,952,1021,21,22,20,50,8,75.8,0.952,2,4.0,0.088,543.43,Clear,0,952,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,20,Tuesday,0,0,0,1582,1550,537,777,848,17,18,16,53,8,75.2,0.916,5,3.4,0.087,452.27,Clear,0,777,7,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,21,Tuesday,0,0,0,1419,1390,321,775,690,16,16,15,52,8,65.6,0.995,12,4.0,0.086,468.96,Clear,0,775,0,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Night,22,Tuesday,0,0,0,1535,1504,336,704,878,17,17,16,46,8,84.9,0.957,12,5.0,0.064,521.99,Heavy Rain,0,704,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Night,23,Tuesday,0,0,0,1323,1296,259,624,721,16,15,14,48,8,84.0,0.93,2,4.3,0.069,424.1,Clear,0,624,1,0.82,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,6,Tuesday,0,0,0,1295,1143,278,674,626,15,15,14,49,8,64.2,0.984,2,3.2,0.079,391.86,Clear,0,674,2,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,7,Tuesday,0,0,0,1777,1568,371,893,861,21,21,19,48,8,70.3,0.98,13,3.9,0.091,558.95,Storm,0,893,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,8,Tuesday,0,0,1,1711,1510,394,953,739,22,21,20,48,8,58.9,0.993,6,3.8,0.068,545.8,Clear,0,953,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,9,Tuesday,0,0,1,2063,1820,605,1044,982,25,24,23,49,8,68.4,0.927,15,3.7,0.056,636.51,Clear,0,1044,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,10,Tuesday,0,0,0,1538,1357,427,649,854,18,18,17,41,8,85.1,0.933,6,5.1,0.07,520.64,Clear,0,649,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,11,Tuesday,0,0,0,1613,1423,544,804,792,18,19,17,50,8,72.3,0.947,4,4.2,0.086,490.38,Clear,0,804,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,12,Tuesday,0,0,0,1502,1325,384,758,724,16,17,16,49,8,70.0,0.967,2,3.7,0.052,448.51,Clear,0,758,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,13,Tuesday,0,0,0,1403,1238,402,733,666,17,17,16,47,8,67.7,0.976,3,3.5,0.054,444.37,Clear,0,733,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,14,Tuesday,0,0,0,1551,1368,431,715,825,17,17,16,49,8,84.8,0.912,7,4.5,0.085,487.78,Clear,0,715,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,15,Tuesday,0,0,0,1648,1454,525,809,813,18,20,18,46,8,73.3,0.978,9,4.0,0.077,520.89,Clear,0,809,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,16,Tuesday,0,0,0,1736,1531,505,828,886,19,19,18,46,8,76.9,1.0,13,4.5,0.047,549.24,Clear,0,828,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,17,Tuesday,0,0,1,1846,1629,629,911,937,21,21,20,49,8,75.8,0.93,4,3.2,0.056,524.98,Clear,0,911,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,18,Tuesday,0,0,1,1873,1653,363,987,862,22,23,21,48,8,67.0,0.979,4,3.5,0.068,557.33,Heavy Rain,0,987,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,19,Tuesday,0,0,1,2064,1821,664,1071,960,24,23,22,51,8,68.5,0.955,12,2.8,0.06,582.23,Clear,0,1071,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,20,Tuesday,0,0,0,1692,1493,372,826,855,20,20,18,48,8,73.2,0.957,14,4.2,0.091,543.26,Clear,0,826,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,21,Tuesday,0,0,0,1497,1321,338,833,662,18,18,17,49,8,65.4,1.0,11,3.6,0.069,493.92,Clear,0,833,2,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Night,22,Tuesday,0,0,0,1579,1394,437,903,659,20,19,18,51,8,59.8,0.984,9,3.5,0.074,505.68,Clear,0,903,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Night,23,Tuesday,0,0,0,1273,1124,276,674,576,15,15,14,49,8,66.8,0.984,2,3.4,0.061,397.08,Clear,0,674,0,0.82,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,6,Tuesday,0,0,0,1454,1335,335,744,758,20,21,19,41,8,73.4,0.956,13,4.0,0.082,550.81,Clear,0,744,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,7,Tuesday,0,0,0,1772,1628,466,960,869,23,24,22,44,8,69.8,0.993,11,3.1,0.071,583.56,Clear,0,960,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,8,Tuesday,0,0,1,2285,2098,672,892,1458,33,32,30,39,8,112.4,0.847,13,4.2,0.057,786.18,Clear,0,892,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,9,Tuesday,0,0,1,2233,2051,518,998,1303,30,31,29,46,8,98.0,0.831,19,3.1,0.071,754.12,Clear,0,998,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,10,Tuesday,0,0,0,1819,1671,543,925,954,24,24,22,45,8,73.7,0.935,4,3.7,0.066,578.83,Clear,0,925,2,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,11,Tuesday,0,0,0,1768,1624,570,990,849,24,24,23,44,8,66.3,0.979,11,2.9,0.061,603.89,Storm,0,990,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,12,Tuesday,0,0,0,1422,1306,291,780,678,21,20,19,43,8,69.6,0.956,4,3.6,0.063,510.24,Clear,0,780,4,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,13,Tuesday,0,0,0,1726,1585,448,807,976,21,21,20,41,8,85.0,0.985,4,4.9,0.066,571.72,Clear,0,807,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,14,Tuesday,0,0,0,1661,1525,486,798,915,22,23,21,40,8,84.4,0.95,3,4.5,0.073,575.61,Clear,0,798,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,15,Tuesday,0,0,0,1553,1426,497,874,734,22,22,20,46,8,63.1,0.95,3,3.8,0.078,534.53,Clear,0,874,3,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,16,Tuesday,0,0,0,1790,1644,428,962,852,22,23,21,46,8,67.9,0.996,13,4.1,0.076,598.79,Clear,0,962,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,17,Tuesday,0,0,1,2083,1913,514,785,1352,26,27,25,45,8,118.1,0.776,24,3.5,0.072,700.57,Clear,0,785,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,18,Tuesday,0,0,1,2140,1965,643,876,1327,28,30,27,46,8,106.4,0.784,19,3.7,0.088,730.21,Clear,0,876,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,19,Tuesday,0,0,1,1987,1825,570,729,1312,29,27,26,42,8,123.0,0.743,23,3.6,0.051,717.9,Clear,0,729,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,20,Tuesday,0,0,0,1744,1602,489,939,861,23,23,21,46,8,69.5,0.973,13,3.9,0.084,592.34,Clear,0,939,2,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,21,Tuesday,0,0,0,1426,1310,348,703,765,20,19,18,42,8,76.5,0.931,11,4.5,0.076,538.41,Clear,0,703,2,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Night,22,Tuesday,0,0,0,1489,1368,480,674,849,20,20,18,39,8,87.9,0.961,5,4.9,0.111,531.56,Clear,0,674,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Night,23,Tuesday,0,0,0,1194,1097,391,573,669,15,17,15,41,8,80.4,0.933,0,4.4,0.099,442.03,Storm,0,573,0,0.82,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,6,Tuesday,0,0,0,1337,1310,446,664,714,15,15,14,48,8,77.5,0.989,15,3.9,0.041,454.77,Clear,0,664,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,7,Tuesday,0,0,0,1668,1634,566,893,836,19,20,19,50,8,70.2,0.94,6,3.2,0.061,509.95,Clear,0,893,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,8,Tuesday,0,0,1,1851,1813,572,944,964,23,22,21,48,8,73.1,0.937,14,4.0,0.063,600.3,Clear,0,944,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,9,Tuesday,0,0,1,1873,1835,359,902,1014,21,21,20,48,8,77.4,0.94,0,4.7,0.049,556.02,Clear,0,902,4,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,10,Tuesday,0,0,0,1524,1493,370,784,778,17,17,16,49,8,72.4,1.0,15,4.2,0.054,511.21,Storm,0,784,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,11,Tuesday,0,0,0,1471,1441,336,741,790,18,17,16,51,8,79.2,0.908,2,3.5,0.063,443.44,Clear,0,741,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,12,Tuesday,0,0,0,1229,1204,290,629,642,14,14,13,51,8,76.8,0.95,14,4.2,0.08,438.49,Clear,0,629,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,13,Tuesday,0,0,0,1312,1285,450,627,723,15,15,14,46,8,83.0,0.975,10,4.3,0.06,449.5,Clear,0,627,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,14,Tuesday,0,0,0,1352,1324,300,667,729,16,16,15,47,8,79.3,0.947,14,4.3,0.056,482.54,Clear,0,667,3,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,15,Tuesday,0,0,0,1596,1563,490,935,703,19,18,17,56,8,57.5,0.982,1,2.5,0.079,434.02,Clear,0,935,2,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,16,Tuesday,0,0,0,1501,1470,377,766,781,17,17,16,51,8,73.6,0.939,15,4.0,0.062,499.58,Clear,0,766,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,17,Tuesday,0,0,1,1697,1662,323,908,837,22,21,20,47,8,69.3,0.966,8,3.7,0.059,550.38,Clear,0,908,3,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,18,Tuesday,0,0,1,1891,1852,484,882,1070,20,21,19,48,8,88.3,0.968,10,5.1,0.084,580.04,Clear,0,882,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,19,Tuesday,0,0,1,2011,1970,649,1090,978,24,24,22,50,8,66.9,0.991,10,3.6,0.09,598.75,Clear,0,1090,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,20,Tuesday,0,0,0,1627,1594,313,883,795,19,19,18,53,8,69.3,0.926,6,3.8,0.066,506.5,Clear,0,883,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,21,Tuesday,0,0,0,1229,1204,272,770,516,16,15,14,56,8,52.0,0.983,1,2.9,0.065,379.99,Clear,0,770,2,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Night,22,Tuesday,0,0,0,1404,1375,334,656,804,14,16,14,51,8,83.8,0.919,4,4.0,0.101,423.59,Clear,0,656,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Night,23,Tuesday,0,0,0,1063,1041,350,478,627,10,11,10,51,8,91.8,0.938,4,5.0,0.064,367.33,Clear,0,478,0,0.82,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,6,Tuesday,0,0,0,1313,1159,259,671,651,16,16,15,45,8,71.2,0.996,4,3.9,0.069,439.08,Rain,0,671,2,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,7,Tuesday,0,0,0,1654,1459,404,836,815,20,20,19,45,8,69.2,0.978,0,4.0,0.072,511.7,Clear,0,836,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,8,Tuesday,0,0,1,1521,1342,327,815,697,19,19,18,48,8,65.2,0.944,12,2.8,0.073,494.66,Clear,0,815,2,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,9,Tuesday,0,0,1,1668,1472,383,742,900,18,19,17,47,8,85.2,0.929,6,4.4,0.08,503.35,Clear,0,742,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,10,Tuesday,0,0,0,1386,1223,331,678,710,16,16,15,47,8,73.6,0.962,9,4.1,0.057,460.56,Clear,0,678,3,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,11,Tuesday,0,0,0,1234,1089,234,585,638,14,14,13,49,8,79.6,0.919,9,3.8,0.074,410.48,Clear,0,585,1,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,12,Tuesday,0,0,0,1230,1085,221,681,550,14,14,13,54,8,61.1,0.971,1,2.8,0.068,356.81,Clear,0,681,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,13,Tuesday,0,0,0,1323,1168,341,669,637,16,16,15,45,8,66.7,0.992,1,3.9,0.054,428.26,Clear,0,669,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,14,Tuesday,0,0,0,1127,994,330,500,603,13,13,12,45,8,84.5,0.926,6,4.9,0.059,410.29,Clear,0,500,2,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,15,Tuesday,0,0,0,1345,1187,252,633,707,15,15,14,49,8,78.7,0.923,13,4.3,0.08,458.74,Clear,0,633,0,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,16,Tuesday,0,0,0,1360,1200,442,619,740,14,14,13,49,8,83.6,0.972,15,4.2,0.074,443.11,Clear,0,619,1,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,17,Tuesday,0,0,1,1686,1487,528,868,791,21,20,19,48,8,68.7,0.952,5,3.6,0.075,517.05,Clear,0,868,2,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,18,Tuesday,0,0,1,1708,1507,550,842,847,19,19,18,48,8,75.0,0.975,9,3.8,0.067,516.35,Clear,0,842,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,19,Tuesday,0,0,1,1763,1556,592,846,905,20,20,19,46,8,77.3,0.969,14,4.2,0.075,567.76,Heavy Rain,0,846,0,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,20,Tuesday,0,0,0,1514,1336,372,701,796,17,17,16,45,8,82.5,0.974,11,5.0,0.053,513.93,Clear,0,701,0,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,21,Tuesday,0,0,0,1088,960,299,523,571,12,12,11,51,8,76.7,0.933,11,3.5,0.064,366.91,Clear,0,523,0,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Night,22,Tuesday,0,0,0,1317,1162,338,674,629,14,15,14,50,8,68.6,0.963,13,3.5,0.079,437.25,Rain,0,674,3,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Night,23,Tuesday,0,0,0,1007,889,247,440,562,11,11,10,45,8,88.8,0.979,14,5.3,0.087,405.98,Clear,0,440,2,0.82,1.0,1.065
2026-09-01,DAL-HUB,Sortation,Morning,6,Tuesday,0,0,0,1206,1107,227,660,578,17,16,15,44,8,65.8,1.0,1,4.1,0.07,432.66,Clear,0,660,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Sortation,Morning,7,Tuesday,0,0,0,1603,1472,561,846,796,22,22,21,42,8,66.9,0.96,3,4.0,0.053,560.55,Clear,0,846,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Sortation,Morning,8,Tuesday,0,0,1,1698,1559,388,729,1029,25,25,23,43,8,102.1,0.819,18,3.4,0.097,632.49,Clear,0,729,1,1.2,1.0,1.065
