date,facility_id,operation,shift,hour_of_day,day_of_week,is_weekend,is_holiday,is_peak_period,inbound_volume,outbound_volume,inventory_volume,processed_volume,backlog_volume,available_workers,scheduled_workers,actual_workers,worker_capacity_per_hour,shift_hours,avg_cycle_time_minutes,equipment_availability,downtime_minutes,overtime_hours,absenteeism_rate,operational_cost,weather_impact,special_event,throughput_packages_per_hour,error_misroute_packages,traffic_hour_factor,weekly_pattern_factor,seasonal_pattern_factor
2026-09-01,ATL-HUB,Sortation,Morning,6,Tuesday,0,0,0,1537,1412,486,979,589,23,23,22,46,8,50.7,0.968,3,2.2,0.029,528.44,Clear,0,979,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,7,Tuesday,0,0,0,1745,1602,428,978,815,27,26,25,41,8,63.8,0.955,5,2.8,0.051,613.96,Clear,0,978,1,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,8,Tuesday,0,0,1,2186,2007,488,1448,790,35,34,34,45,8,48.8,0.947,5,2.0,0.01,775.16,Clear,0,1448,2,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,9,Tuesday,0,0,1,2096,1925,657,1074,1054,31,32,30,38,8,70.6,0.943,2,3.5,0.05,727.9,Clear,0,1074,3,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,10,Tuesday,0,0,0,1768,1624,389,1227,589,31,31,30,43,8,44.2,0.952,7,2.0,0.027,695.89,Clear,0,1227,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,11,Tuesday,0,0,0,1649,1514,341,1084,589,27,27,26,43,8,47.0,0.97,3,1.7,0.047,594.49,Clear,0,1084,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,12,Tuesday,0,0,0,1482,1361,477,963,563,24,24,23,44,8,49.8,0.952,5,2.4,0.03,558.93,Clear,0,963,3,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Morning,13,Tuesday,0,0,0,1459,1340,388,979,508,24,24,23,43,8,47.7,0.99,3,1.8,0.049,535.3,Clear,0,979,0,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,14,Tuesday,0,0,0,1707,1567,445,1152,609,26,26,25,47,8,48.9,0.981,0,2.0,0.024,574.86,Clear,0,1152,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,15,Tuesday,0,0,0,1671,1535,369,1054,641,29,27,26,43,8,47.3,0.943,3,2.4,0.037,614.51,Clear,0,1054,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,16,Tuesday,0,0,0,1835,1685,575,1108,772,31,30,29,41,8,55.4,0.932,2,2.8,0.038,684.01,Clear,0,1108,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,17,Tuesday,0,0,1,2108,1936,434,1211,941,34,33,32,39,8,61.0,0.971,4,3.2,0.023,765.14,Clear,0,1211,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,18,Tuesday,0,0,1,2187,2008,668,1419,817,35,35,33,43,8,49.7,1.0,10,2.6,0.049,788.48,Clear,0,1419,1,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,19,Tuesday,0,0,1,2185,2007,591,1449,776,38,36,35,43,8,45.3,0.963,10,2.4,0.023,821.84,Clear,0,1449,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,20,Tuesday,0,0,0,1657,1521,348,1142,538,27,27,26,45,8,44.0,0.976,1,2.1,0.036,599.44,Clear,0,1142,2,1.08,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Evening,21,Tuesday,0,0,0,1434,1317,450,879,576,24,24,23,42,8,55.2,0.91,1,2.0,0.049,534.05,Clear,0,879,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Night,22,Tuesday,0,0,0,1541,1415,356,852,743,24,23,22,39,8,67.8,0.993,6,3.3,0.037,568.91,Clear,0,852,2,0.96,1.0,1.065
2026-09-01,ATL-HUB,Sortation,Night,23,Tuesday,0,0,0,1288,1183,456,775,545,19,19,18,45,8,53.2,0.958,4,3.3,0.035,479.87,Clear,0,775,0,0.82,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,6,Tuesday,0,0,0,1324,1297,454,857,485,19,18,18,49,8,50.0,0.972,5,2.4,0.026,458.54,Clear,0,857,2,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,7,Tuesday,0,0,0,1679,1645,365,1098,624,24,23,22,51,8,50.9,0.979,3,2.4,0.062,536.65,Clear,0,1098,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,8,Tuesday,0,0,1,1820,1783,580,1108,744,28,26,25,47,8,53.1,0.943,8,2.9,0.053,627.74,Clear,0,1108,2,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,9,Tuesday,0,0,1,2037,1995,557,1244,834,26,26,25,50,8,54.7,0.996,0,2.6,0.028,599.97,Rain,0,1244,0,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,10,Tuesday,0,0,0,1655,1621,525,974,724,22,22,21,48,8,59.0,0.966,10,3.0,0.045,555.9,Clear,0,974,2,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,11,Tuesday,0,0,0,1605,1572,371,1009,631,24,23,22,46,8,52.5,0.997,4,3.0,0.026,555.28,Clear,0,1009,2,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,12,Tuesday,0,0,0,1308,1281,352,796,537,19,18,17,48,8,55.4,0.977,6,3.3,0.045,467.13,Clear,0,796,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Morning,13,Tuesday,0,0,0,1396,1368,310,930,491,19,19,18,52,8,47.7,0.994,2,2.3,0.033,447.45,Clear,0,930,0,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,14,Tuesday,0,0,0,1525,1494,477,908,650,21,21,20,48,8,55.7,0.946,4,2.4,0.029,498.03,Clear,0,908,1,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,15,Tuesday,0,0,0,1568,1536,328,1059,545,23,22,21,52,8,47.4,0.97,7,2.2,0.035,522.3,Clear,0,1059,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,16,Tuesday,0,0,0,1510,1479,428,893,644,20,20,19,47,8,58.8,1.0,8,2.9,0.03,505.04,Clear,0,893,1,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,17,Tuesday,0,0,1,1777,1741,606,941,869,24,24,23,44,8,68.2,0.93,8,3.7,0.032,610.35,Clear,0,941,2,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,18,Tuesday,0,0,1,1776,1740,330,1008,796,23,23,22,47,8,61.7,0.975,2,3.1,0.037,554.83,Clear,0,1008,2,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,19,Tuesday,0,0,1,1995,1954,489,1300,741,27,27,26,50,8,49.9,1.0,1,2.7,0.039,622.45,Clear,0,1300,1,1.2,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,20,Tuesday,0,0,0,1644,1610,506,1175,517,24,23,23,52,8,42.2,0.983,6,1.8,0.018,548.3,Clear,0,1175,2,1.08,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Evening,21,Tuesday,0,0,0,1403,1374,274,837,584,19,19,18,49,8,54.0,0.949,2,2.6,0.043,455.98,Clear,0,837,2,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Night,22,Tuesday,0,0,0,1370,1342,254,869,530,20,19,19,48,8,52.4,0.953,4,2.4,0.01,475.66,Clear,0,869,0,0.96,1.0,1.065
2026-09-01,ATL-HUB,Outbound,Night,23,Tuesday,0,0,0,1188,1164,404,778,418,18,17,17,48,8,45.7,0.954,7,2.5,0.025,448.35,Heavy Rain,0,778,2,0.82,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,6,Tuesday,0,0,0,1358,1198,243,786,559,17,18,17,48,8,55.9,0.964,8,2.8,0.05,459.48,Clear,0,786,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,7,Tuesday,0,0,0,1708,1507,497,1053,640,23,23,22,50,8,50.4,0.958,8,2.5,0.031,554.75,Clear,0,1053,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,8,Tuesday,0,0,1,1826,1611,333,902,895,24,23,22,45,8,71.6,0.912,5,3.4,0.028,578.89,Storm,0,902,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,9,Tuesday,0,0,1,1901,1677,377,1085,771,26,25,24,49,8,54.9,0.923,4,2.1,0.029,579.86,Storm,0,1085,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,10,Tuesday,0,0,0,1489,1314,323,808,669,21,21,20,44,8,66.1,0.919,8,2.6,0.036,514.68,Clear,0,808,3,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,11,Tuesday,0,0,0,1646,1452,335,1062,552,23,22,22,50,8,45.2,0.966,10,2.2,0.01,555.14,Heavy Rain,0,1062,4,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,12,Tuesday,0,0,0,1422,1255,262,794,582,18,18,17,49,8,59.6,0.953,5,2.7,0.05,448.21,Clear,0,794,3,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Morning,13,Tuesday,0,0,0,1281,1130,282,674,585,18,17,16,45,8,65.3,0.936,3,3.4,0.037,439.41,Clear,0,674,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,14,Tuesday,0,0,0,1336,1179,270,674,610,18,18,17,42,8,70.9,0.945,1,3.6,0.049,459.08,Clear,0,674,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,15,Tuesday,0,0,0,1598,1410,475,1032,529,23,22,21,51,8,46.8,0.964,0,2.1,0.035,496.51,Clear,0,1032,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,16,Tuesday,0,0,0,1537,1356,519,948,563,20,20,19,50,8,50.1,0.999,1,2.5,0.032,470.83,Clear,0,948,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,17,Tuesday,0,0,1,2069,1826,524,1213,834,27,27,26,49,8,52.1,0.953,3,2.9,0.038,634.32,Clear,0,1213,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,18,Tuesday,0,0,1,1854,1636,383,1088,735,24,24,23,48,8,57.6,0.986,4,3.2,0.043,583.62,Clear,0,1088,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,19,Tuesday,0,0,1,2041,1800,652,1266,738,29,27,27,49,8,46.3,0.957,2,2.2,0.013,634.84,Heavy Rain,0,1266,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,20,Tuesday,0,0,0,1570,1386,369,925,622,20,21,20,48,8,55.8,0.964,4,2.5,0.039,500.52,Clear,0,925,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Evening,21,Tuesday,0,0,0,1347,1188,338,875,452,20,19,18,50,8,44.6,0.973,3,2.7,0.037,459.98,Clear,0,875,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Night,22,Tuesday,0,0,0,1383,1220,314,803,553,18,18,17,48,8,53.9,0.985,9,3.0,0.063,468.71,Clear,0,803,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Inbound,Night,23,Tuesday,0,0,0,1161,1025,336,712,442,16,16,15,50,8,54.0,0.95,2,2.6,0.045,392.2,Clear,0,712,1,0.82,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,6,Tuesday,0,0,0,1388,1275,396,824,608,21,21,20,43,8,59.6,0.959,2,2.9,0.032,503.11,Clear,0,824,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,7,Tuesday,0,0,0,1621,1489,434,975,688,25,25,24,43,8,58.5,0.946,8,2.1,0.022,582.19,Clear,0,975,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,8,Tuesday,0,0,1,2002,1838,450,1294,761,35,32,31,45,8,47.8,0.928,2,2.7,0.035,723.27,Clear,0,1294,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,9,Tuesday,0,0,1,1898,1743,375,1175,748,29,29,27,45,8,51.9,0.967,5,2.8,0.062,655.77,Clear,0,1175,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,10,Tuesday,0,0,0,1558,1431,399,941,657,26,25,24,40,8,57.6,0.981,5,3.2,0.022,602.22,Clear,0,941,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,11,Tuesday,0,0,0,1415,1299,322,868,578,22,22,21,44,8,54.5,0.939,3,2.9,0.063,526.29,Clear,0,868,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,12,Tuesday,0,0,0,1470,1350,430,877,607,23,22,22,43,8,57.7,0.927,2,2.6,0.012,535.2,Clear,0,877,2,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Morning,13,Tuesday,0,0,0,1455,1336,365,901,583,24,23,22,44,8,53.6,0.932,7,2.5,0.031,548.13,Clear,0,901,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,14,Tuesday,0,0,0,1397,1283,330,801,622,23,22,21,40,8,62.6,0.954,5,3.1,0.037,537.97,Clear,0,801,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,15,Tuesday,0,0,0,1552,1425,351,903,669,24,23,22,42,8,57.8,0.977,9,3.5,0.046,584.31,Clear,0,903,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,16,Tuesday,0,0,0,1542,1416,399,917,656,26,25,24,42,8,54.7,0.91,2,2.0,0.031,558.73,Clear,0,917,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,17,Tuesday,0,0,1,1928,1771,462,1047,945,29,29,28,41,8,70.2,0.912,7,3.3,0.049,696.22,Clear,0,1047,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,18,Tuesday,0,0,1,2133,1959,559,1231,939,35,34,33,41,8,59.0,0.911,8,2.6,0.022,781.09,Clear,0,1231,3,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,19,Tuesday,0,0,1,1952,1792,630,1362,619,33,31,30,48,8,44.3,0.946,5,2.0,0.029,692.86,Clear,0,1362,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,20,Tuesday,0,0,0,1582,1453,314,958,657,26,25,24,40,8,54.4,0.998,4,3.2,0.036,599.47,Clear,0,958,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Evening,21,Tuesday,0,0,0,1241,1140,360,698,594,19,19,18,41,8,63.1,0.946,3,2.6,0.027,456.21,Clear,0,698,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Night,22,Tuesday,0,0,0,1435,1318,454,908,551,22,22,21,46,8,53.7,0.941,2,2.7,0.037,517.87,Clear,0,908,4,0.96,1.0,1.065
2026-09-01,CHI-HUB,Sortation,Night,23,Tuesday,0,0,0,1141,1048,267,810,358,21,19,19,45,8,40.7,0.948,3,1.5,0.022,443.07,Clear,0,810,1,0.82,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,6,Tuesday,0,0,0,1233,1208,254,736,523,15,15,14,55,8,57.5,0.957,7,2.7,0.049,393.66,Clear,0,736,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,7,Tuesday,0,0,0,1668,1634,424,962,734,22,21,20,49,8,55.6,0.983,8,3.2,0.058,535.85,Clear,0,962,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,8,Tuesday,0,0,1,1897,1858,520,1084,850,25,25,24,46,8,61.1,0.983,7,3.4,0.043,620.45,Clear,0,1084,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,9,Tuesday,0,0,1,1723,1688,325,1070,693,23,23,22,50,8,52.0,0.973,0,2.7,0.024,536.26,Clear,0,1070,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,10,Tuesday,0,0,0,1441,1412,288,887,589,22,21,20,45,8,52.2,0.986,0,3.3,0.042,510.47,Rain,0,887,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,11,Tuesday,0,0,0,1568,1536,313,1122,457,24,22,22,51,8,43.0,1.0,3,2.1,0.01,526.22,Clear,0,1122,2,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,12,Tuesday,0,0,0,1212,1187,418,637,606,16,16,15,44,8,69.6,0.966,9,3.7,0.039,447.17,Clear,0,637,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Morning,13,Tuesday,0,0,0,1342,1315,377,771,608,20,18,18,47,8,64.2,0.911,3,2.7,0.022,460.86,Clear,0,771,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,14,Tuesday,0,0,0,1203,1178,248,758,473,18,16,16,49,8,50.0,0.968,1,2.5,0.021,407.3,Clear,0,758,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,15,Tuesday,0,0,0,1485,1455,457,927,595,22,21,20,49,8,50.7,0.947,5,2.2,0.035,494.89,Clear,0,927,0,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,16,Tuesday,0,0,0,1356,1328,444,750,632,18,18,17,47,8,60.6,0.939,1,3.3,0.03,452.01,Clear,0,750,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,17,Tuesday,0,0,1,1746,1710,525,993,789,24,24,23,46,8,60.7,0.939,5,2.9,0.049,577.78,Clear,0,993,2,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,18,Tuesday,0,0,1,1872,1834,626,1072,843,25,24,23,48,8,60.6,0.972,7,3.0,0.054,591.36,Rain,0,1072,0,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,19,Tuesday,0,0,1,1711,1676,450,1024,749,25,24,23,46,8,59.7,0.968,10,2.9,0.041,593.13,Clear,0,1024,1,1.2,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,20,Tuesday,0,0,0,1517,1486,432,886,665,19,19,18,50,8,56.7,0.985,1,3.2,0.037,471.66,Clear,0,886,1,1.08,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Evening,21,Tuesday,0,0,0,1338,1311,282,795,566,18,18,17,47,8,57.7,0.996,9,2.8,0.046,464.76,Rain,0,795,1,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Night,22,Tuesday,0,0,0,1356,1328,372,908,473,19,18,18,52,8,48.7,0.97,8,2.2,0.025,463.11,Clear,0,908,0,0.96,1.0,1.065
2026-09-01,CHI-HUB,Outbound,Night,23,Tuesday,0,0,0,1103,1080,230,628,512,14,14,13,49,8,61.9,0.986,9,3.5,0.036,403.0,Heavy Rain,0,628,0,0.82,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,6,Tuesday,0,0,0,1313,1159,364,840,453,17,18,17,52,8,44.4,0.951,1,2.5,0.048,432.52,Storm,0,840,0,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,7,Tuesday,0,0,0,1491,1315,280,941,523,20,20,19,50,8,48.5,0.991,10,2.4,0.051,496.02,Clear,0,941,0,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,8,Tuesday,0,0,1,1520,1341,300,998,509,23,22,21,49,8,42.0,0.97,5,2.1,0.04,511.14,Clear,0,998,2,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,9,Tuesday,0,0,1,1639,1446,310,915,702,24,23,22,44,8,62.5,0.946,5,3.1,0.058,560.73,Clear,0,915,2,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,10,Tuesday,0,0,0,1264,1116,305,735,524,18,17,16,49,8,56.8,0.938,1,3.0,0.031,421.52,Clear,0,735,2,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,11,Tuesday,0,0,0,1406,1241,366,892,501,21,20,19,48,8,51.5,0.978,4,2.3,0.041,472.52,Clear,0,892,2,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,12,Tuesday,0,0,0,1088,960,281,693,386,16,15,15,48,8,52.6,0.963,9,2.3,0.016,404.91,Clear,0,693,2,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Morning,13,Tuesday,0,0,0,1152,1017,335,650,474,15,14,14,47,8,59.7,0.988,5,3.3,0.031,401.74,Clear,0,650,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,14,Tuesday,0,0,0,1129,996,382,633,500,14,14,13,50,8,63.1,0.975,5,2.8,0.04,367.83,Clear,0,633,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,15,Tuesday,0,0,0,1339,1181,345,720,617,18,17,17,45,8,69.0,0.942,8,3.4,0.019,480.66,Storm,0,720,1,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,16,Tuesday,0,0,0,1291,1139,432,845,427,19,18,17,50,8,46.3,0.995,5,1.8,0.035,420.69,Clear,0,845,1,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,17,Tuesday,0,0,1,1574,1389,335,969,576,23,21,21,49,8,47.9,0.942,5,2.6,0.019,531.65,Storm,0,969,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,18,Tuesday,0,0,1,1567,1383,286,966,579,23,22,21,46,8,50.2,1.0,2,2.4,0.057,516.3,Storm,0,966,0,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,19,Tuesday,0,0,1,1672,1476,449,1008,622,24,23,22,47,8,52.5,0.976,8,3.2,0.046,573.72,Clear,0,1008,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,20,Tuesday,0,0,0,1315,1161,435,730,553,19,18,17,46,8,58.3,0.934,5,3.0,0.046,454.72,Clear,0,730,0,1.08,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Evening,21,Tuesday,0,0,0,1088,960,235,682,401,15,14,14,49,8,51.6,0.994,0,3.0,0.028,376.21,Clear,0,682,0,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Night,22,Tuesday,0,0,0,1160,1024,385,693,443,17,16,15,49,8,51.9,0.943,9,2.8,0.041,420.18,Clear,0,693,0,0.96,1.0,1.065
2026-09-01,DAL-HUB,Inbound,Night,23,Tuesday,0,0,0,998,881,307,551,417,13,13,12,48,8,58.1,0.958,3,2.6,0.051,334.02,Clear,0,551,0,0.82,1.0,1.065
2026-09-01,DAL-HUB,Sortation,Morning,6,Tuesday,0,0,0,1386,1273,384,827,589,22,22,21,43,8,58.1,0.916,4,2.5,0.048,517.77,Clear,0,827,1,0.96,1.0,1.065
2026-09-01,DAL-HUB,Sortation,Morning,7,Tuesday,0,0,0,1445,1327,309,857,639,23,22,21,42,8,61.9,0.973,2,2.8,0.026,520.85,Clear,0,857,1,1.2,1.0,1.065
2026-09-01,DAL-HUB,Sortation,Morning,8,Tuesday,0,0,1,1656,1521,469,986,702,26,26,25,41,8,55.8,0.963,6,2.7,0.039,612.72,Clear,0,986,0,1.2,1.0,1.065
